email_length,num_links,num_special_chars,sender_reputation,has_attachment,is_spam
644,1,7,40,1,1
739,2,18,44,0,1
537,4,15,63,0,1
705,0,10,49,0,1
1022,2,16,55,0,1
584,0,14,33,1,1
658,2,13,41,1,1
489,1,13,30,1,1
627,0,12,56,0,0
669,4,19,56,0,1
629,2,19,24,0,1
447,2,22,31,1,1
630,1,18,42,1,1
819,5,13,22,0,1
667,2,11,40,0,1
744,1,13,48,0,1
564,2,13,53,1,1
712,2,14,35,1,1
641,4,15,81,0,1
457,0,22,42,0,0
647,0,12,44,0,1
451,3,7,48,0,1
505,0,15,42,1,1
628,1,8,23,0,1
644,0,15,26,0,1
421,2,19,56,0,1
758,3,17,63,1,1
685,1,21,55,0,1
494,1,23,63,0,1
369,3,11,35,1,1
578,2,20,68,1,1
533,2,18,70,0,1
616,1,11,74,0,0
545,1,20,37,0,1
298,4,27,53,0,1
541,1,15,68,1,1
554,0,23,38,0,1
695,5,11,62,0,1
495,1,16,45,0,1
851,3,16,39,0,1
313,0,16,64,1,0
796,3,17,14,0,1
566,2,19,27,0,1
728,1,12,45,1,1
611,3,19,52,0,1
770,4,20,30,0,1
541,0,10,77,0,0
435,0,12,26,0,1
813,0,10,38,0,1
582,2,14,67,1,1
633,5,19,31,1,1
785,0,22,51,0,1
445,3,21,43,0,1
689,2,13,63,0,1
511,3,14,51,0,1
580,2,20,15,0,1
610,0,13,49,0,0
374,4,19,62,0,1
483,1,10,41,0,1
802,3,14,42,1,1
732,1,18,44,0,1
590,2,15,79,0,1
636,1,19,36,0,1
555,0,14,70,1,0
803,1,17,45,1,1
569,2,17,57,0,1
634,3,15,30,0,1
771,3,19,74,0,1
483,0,13,67,0,0
833,4,18,58,1,1
370,1,13,61,0,0
844,1,12,65,1,1
544,1,10,29,0,1
563,0,16,57,0,0
316,2,22,68,1,1
531,4,11,65,0,1
444,1,13,44,1,1
508,3,7,63,1,1
579,3,11,48,1,1
743,2,13,43,1,1
631,2,21,23,0,1
646,3,15,21,0,1
435,1,11,73,1,1
467,4,14,39,0,1
869,1,8,57,0,1
489,3,17,57,0,1
848,1,18,61,1,1
563,2,11,79,0,1
600,3,23,48,0,1
760,1,20,52,0,1
790,0,14,71,1,1
583,2,16,57,0,1
541,1,17,36,0,1
591,2,15,24,0,1
650,3,7,25,0,1
733,2,12,54,0,1
600,1,12,49,1,1
692,2,13,47,0,1
845,1,13,56,0,1
657,1,11,36,0,1
646,3,19,44,0,1
372,2,14,37,0,1
205,1,12,54,0,0
658,4,9,29,1,1
585,1,14,58,0,1
522,2,15,58,0,1
636,4,13,33,0,1
590,3,12,50,0,1
769,5,19,75,1,1
612,1,16,54,0,1
487,2,15,47,0,1
748,1,13,44,0,1
567,6,13,68,0,1
678,2,13,44,1,1
528,4,14,57,0,1
502,1,15,53,0,1
612,1,13,39,1,1
601,1,19,34,1,1
671,2,22,53,0,1
559,1,12,45,1,1
324,0,12,43,0,0
535,2,14,66,0,1
719,2,18,47,0,1
555,3,14,61,1,1
563,1,10,70,0,0
747,1,13,49,1,1
493,3,20,55,1,1
368,7,6,45,0,1
575,1,12,23,0,1
527,4,21,53,0,1
455,3,13,60,1,1
573,2,16,59,0,1
673,2,15,58,1,1
598,3,13,41,0,1
646,0,19,40,0,1
872,4,16,51,0,1
548,6,20,30,0,1
641,0,20,32,1,1
523,3,16,52,0,1
473,3,15,26,0,1
512,0,14,48,0,0
528,2,16,42,1,1
653,3,20,37,0,1
952,0,23,47,0,1
492,0,16,60,0,0
537,1,19,52,0,1
590,0,14,41,0,1
659,3,16,48,1,1
639,3,16,42,0,1
792,3,11,62,1,1
236,3,10,43,0,1
241,1,18,34,0,1
525,0,12,64,0,0
764,3,12,48,0,1
365,1,13,45,0,1
148,1,12,39,0,0
685,1,17,36,0,1
636,1,23,58,1,1
436,2,15,44,1,1
452,2,12,23,0,1
454,2,11,52,1,1
616,1,17,27,0,1
506,3,16,57,1,1
674,3,12,82,0,1
171,1,15,62,1,0
471,0,9,87,1,0
431,2,12,49,0,1
561,0,11,79,1,0
519,0,14,62,0,0
719,0,13,66,0,0
321,0,10,47,0,0
606,2,17,32,0,1
683,1,16,43,0,1
878,0,18,43,0,1
527,1,20,39,0,1
648,0,13,39,0,1
329,3,7,37,0,1
241,1,17,41,0,1
726,1,13,57,0,1
599,4,8,63,0,1
776,2,17,74,0,1
393,4,9,46,1,1
677,2,13,52,0,1
880,2,13,63,0,1
662,2,17,40,0,1
641,1,18,37,0,1
601,4,13,30,0,1
364,0,15,24,0,1
803,1,18,35,0,1
508,4,10,72,0,1
675,1,14,47,0,1
365,4,15,71,0,1
423,2,21,48,1,1
815,0,14,50,0,1
547,1,20,42,1,1
817,1,17,79,0,1
588,4,16,63,0,1
323,2,13,61,1,1
733,3,11,51,1,1
511,2,12,71,0,1
704,3,16,26,0,1
603,0,21,66,0,0
368,2,16,40,0,1
624,3,15,47,1,1
929,2,12,67,0,1
673,1,11,60,0,1
591,1,20,58,1,1
761,0,16,46,0,1
631,3,18,62,0,1
631,4,12,65,0,1
436,0,12,59,1,0
635,0,20,39,0,1
755,5,19,51,0,1
474,2,11,28,1,1
813,2,18,70,1,1
586,1,19,35,1,1
466,1,22,52,1,1
749,3,15,54,0,1
556,2,16,19,1,1
713,2,17,59,1,1
556,5,18,63,1,1
591,1,9,57,0,1
674,3,16,33,0,1
643,1,13,34,0,1
300,2,20,28,0,1
431,2,18,46,0,1
739,3,11,45,0,1
580,2,13,32,0,1
521,4,20,55,0,1
396,0,14,45,0,0
438,1,13,74,1,1
296,3,11,52,0,1
584,2,20,36,0,1
510,1,14,64,0,0
455,1,13,47,0,1
589,0,13,56,0,0
654,1,20,51,0,1
913,1,14,29,0,1
373,3,10,42,0,1
773,3,18,48,0,1
745,4,16,69,0,1
483,3,10,63,0,1
630,3,20,36,0,1
531,1,12,26,0,1
627,1,16,44,0,1
826,0,14,61,0,1
690,3,16,68,1,1
676,3,13,54,0,1
535,3,22,62,0,1
377,2,15,44,0,1
568,1,15,59,0,1
780,4,16,35,0,1
370,3,15,60,1,1
441,4,26,47,0,1
618,5,14,50,0,1
452,2,14,45,0,1
481,2,13,84,0,0
536,2,17,73,0,1
395,2,22,56,0,1
453,2,24,46,1,1
705,2,15,43,0,1
403,1,16,28,0,1
360,2,19,69,0,1
505,1,14,43,0,1
709,1,11,52,1,1
570,3,7,43,0,1
530,3,22,51,0,1
606,1,11,8,0,1
338,3,11,67,0,1
674,1,16,57,0,1
657,1,23,84,0,0
538,1,20,42,0,1
750,2,14,24,0,1
430,0,17,86,0,0
769,5,24,54,1,1
623,4,23,64,0,1
549,2,15,43,1,1
597,2,8,55,0,1
583,0,12,62,0,0
783,1,11,56,0,1
438,2,9,63,1,1
485,1,13,73,0,0
755,2,19,40,0,1
510,1,17,61,0,1
735,6,11,75,0,1
854,1,17,43,0,1
539,1,15,46,1,1
702,1,11,47,1,1
426,0,17,28,0,1
713,2,17,35,0,1
629,0,16,62,1,1
670,3,17,50,0,1
503,2,18,59,0,1
350,4,15,36,1,1
675,3,19,63,0,1
290,2,19,25,0,1
552,1,11,40,0,1
741,1,15,54,0,1
628,1,13,26,0,1
892,0,14,39,0,1
753,1,13,32,1,1
501,1,15,55,1,1
604,1,25,47,0,1
592,3,12,50,0,1
362,2,24,68,1,1
458,2,12,42,1,1
515,4,10,40,1,1
294,4,12,43,1,1
607,2,19,58,1,1
562,1,15,73,1,1
349,1,13,52,0,0
660,1,13,40,0,1
707,3,12,47,0,1
634,0,16,35,1,1
551,2,19,56,0,1
688,0,15,74,0,0
702,2,6,29,1,1
646,1,16,67,0,1
476,6,14,38,1,1
641,2,9,26,0,1
779,2,16,69,0,1
510,2,12,77,0,1
914,0,16,54,0,1
521,1,15,48,0,1
604,3,11,41,0,1
499,3,13,51,1,1
633,1,18,44,0,1
338,0,16,45,0,0
518,2,16,55,0,1
436,3,13,69,1,1
620,2,16,55,0,1
749,1,18,64,0,1
696,1,14,72,0,1
244,1,18,44,1,1
906,1,12,45,0,1
644,5,10,54,1,1
483,2,11,71,0,1
623,2,16,45,0,1
626,1,14,65,1,1
499,0,10,20,0,1
629,0,24,26,0,1
508,2,18,40,0,1
539,3,14,51,0,1
497,2,14,64,0,1
385,0,17,51,0,0
621,2,12,60,0,1
687,1,11,60,0,1
677,3,23,55,0,1
722,1,18,52,0,1
648,1,14,45,0,1
520,4,20,44,0,1
725,5,17,62,0,1
396,3,14,85,1,1
464,1,10,55,1,1
455,0,23,42,0,0
762,6,24,46,1,1
741,4,10,42,0,1
673,5,13,38,1,1
760,0,20,57,1,1
468,2,11,43,0,1
652,1,16,51,0,1
581,1,18,46,0,1
727,0,20,48,0,1
582,1,24,77,0,0
542,1,16,45,1,1
681,1,12,36,0,1
731,1,17,81,0,1
499,3,17,32,1,1
590,4,21,42,0,1
441,1,18,59,0,0
225,2,16,40,1,1
630,2,18,65,0,1
691,1,10,45,0,1
639,2,19,65,0,1
307,2,13,30,0,1
547,2,5,62,0,1
267,0,12,76,1,0
805,3,24,69,0,1
437,1,27,42,0,1
788,4,9,44,1,1
741,1,17,70,0,1
464,5,11,31,0,1
430,3,17,20,1,1
652,0,11,65,0,0
473,0,17,32,0,1
615,3,15,36,1,1
527,2,19,43,0,1
332,7,12,42,0,1
265,2,16,57,1,1
634,3,10,52,0,1
515,1,15,73,0,0
517,1,9,37,1,1
704,4,13,29,1,1
776,0,8,65,0,0
559,5,15,56,0,1
548,2,15,51,0,1
675,0,17,53,0,1
396,3,16,37,0,1
633,6,16,54,0,1
682,2,14,51,0,1
702,2,13,67,0,1
309,4,9,30,1,1
485,1,21,23,0,1
468,0,23,43,1,1
614,3,19,32,0,1
672,3,12,50,1,1
824,2,19,48,0,1
525,2,12,65,0,1
525,2,8,58,0,1
772,2,11,51,0,1
644,2,17,67,0,1
790,1,13,31,0,1
643,2,14,53,0,1
426,3,24,74,0,1
400,1,13,57,0,0
367,4,15,37,1,1
699,2,22,35,0,1
778,2,26,39,0,1
877,1,11,44,1,1
726,1,11,31,0,1
774,3,12,55,1,1
512,3,9,51,1,1
426,0,13,41,0,0
727,1,16,73,1,1
662,0,10,39,0,1
616,1,13,57,1,1
658,1,6,77,1,1
648,1,17,53,0,1
792,2,14,67,0,1
794,2,18,25,1,1
681,4,16,56,1,1
726,1,20,53,0,1
677,3,23,60,0,1
530,1,11,19,0,1
713,2,13,65,1,1
390,2,17,19,1,1
758,2,21,57,0,1
420,1,14,47,1,1
642,0,19,47,0,1
473,4,12,65,0,1
683,2,20,58,1,1
594,1,20,65,0,1
360,4,14,52,1,1
663,1,13,39,1,1
513,2,14,46,0,1
732,0,13,52,1,1
600,0,13,46,0,1
659,0,23,42,0,1
456,4,20,56,1,1
511,2,13,67,0,1
531,3,19,68,1,1
728,4,20,78,0,1
851,2,13,46,1,1
479,3,17,35,1,1
761,1,12,52,1,1
274,1,14,57,1,1
420,3,14,45,1,1
456,6,14,28,0,1
397,2,13,29,0,1
362,5,12,51,0,1
661,2,19,22,0,1
567,3,14,49,1,1
656,3,19,31,1,1
703,1,15,74,1,1
639,2,19,50,1,1
698,3,13,61,0,1
589,2,19,61,1,1
421,1,14,65,0,0
758,0,11,37,1,1
511,2,4,38,0,1
459,2,16,50,1,1
573,2,14,63,0,1
463,6,16,100,0,1
537,1,13,18,1,1
651,2,15,39,0,1
652,4,9,34,0,1
465,2,7,53,0,1
526,2,19,39,1,1
761,1,18,57,1,1
674,4,17,45,0,1
911,1,17,55,0,1
777,0,14,33,0,1
771,3,15,52,0,1
391,2,12,29,0,1
714,0,14,51,0,1
592,2,19,42,0,1
517,4,12,72,1,1
625,1,14,46,0,1
741,1,15,59,1,1
675,0,11,40,0,1
468,2,13,50,0,1
711,1,20,45,0,1
504,2,10,50,0,1
632,3,13,32,1,1
554,4,20,22,0,1
567,4,11,62,0,1
714,5,23,56,0,1
443,3,11,58,0,1
891,0,11,44,0,1
326,2,12,66,0,0
510,2,12,39,1,1
655,1,8,41,0,1
687,2,15,51,0,1
584,4,13,41,0,1
591,3,14,63,0,1
661,0,15,37,0,1
565,2,15,32,0,1
808,0,22,17,1,1
725,1,15,56,0,1
730,1,9,49,0,1
455,1,12,46,0,1
588,0,17,55,0,0
554,1,12,22,0,1
449,0,16,44,1,1
654,3,13,73,0,1
519,0,15,64,1,0
698,1,21,52,1,1
439,1,4,34,0,1
857,5,24,40,0,1
465,6,17,42,1,1
632,2,20,45,0,1
718,1,17,42,0,1
514,3,12,60,0,1
727,4,17,49,1,1
415,2,14,39,1,1
817,2,13,51,1,1
602,1,20,45,0,1
510,2,19,57,0,1
555,3,11,39,0,1
721,1,22,47,0,1
512,1,20,35,0,1
487,0,10,54,0,0
566,0,18,25,0,1
423,0,14,43,0,0
873,0,11,65,1,1
515,1,17,31,0,1
724,1,18,47,0,1
631,0,21,59,0,0
452,4,11,59,0,1
599,3,16,45,1,1
717,2,9,53,0,1
571,2,17,57,0,1
778,3,7,52,0,1
753,4,12,41,1,1
737,3,12,50,1,1
531,3,18,41,0,1
438,3,14,38,1,1
507,3,14,56,0,1
629,2,11,39,0,1
681,3,11,36,0,1
274,3,16,35,0,1
598,2,14,29,0,1
623,1,13,55,0,1
558,3,14,57,1,1
793,2,12,68,1,1
663,0,22,40,0,1
796,2,16,67,0,1
567,5,7,65,0,1
740,2,13,52,1,1
845,3,8,56,0,1
796,3,16,43,0,1
436,1,13,48,0,1
561,1,15,53,0,1
548,0,13,22,0,1
673,1,22,50,0,1
702,1,14,31,1,1
474,2,13,21,0,1
610,3,10,51,1,1
297,2,14,55,1,1
816,3,15,31,1,1
523,4,16,44,0,1
608,4,15,32,1,1
553,2,11,39,1,1
771,0,17,39,0,1
174,5,14,33,0,1
597,4,20,60,0,1
584,1,16,49,0,1
531,2,16,45,0,1
858,0,12,72,0,0
466,2,19,35,0,1
715,1,13,63,0,1
653,4,12,28,0,1
789,2,18,71,1,1
499,3,17,56,1,1
490,1,17,39,0,1
764,2,21,60,0,1
663,3,11,62,0,1
368,2,16,34,0,1
519,2,13,59,0,1
657,4,18,61,1,1
725,0,12,51,1,1
498,1,21,52,0,1
162,0,19,63,0,0
678,6,15,46,1,1
416,1,18,38,0,1
297,1,9,61,0,0
175,0,9,46,0,0
722,0,19,47,1,1
619,3,9,57,1,1
566,3,16,64,0,1
808,3,9,47,0,1
695,2,19,42,0,1
842,2,14,52,0,1
391,2,9,30,0,1
594,4,16,28,0,1
357,1,14,39,0,1
565,1,11,17,1,1
562,0,7,75,0,0
693,3,15,52,1,1
606,3,17,41,0,1
693,1,9,77,0,0
705,2,20,58,1,1
923,2,16,66,0,1
552,0,16,37,0,1
458,0,6,23,0,1
636,1,21,33,0,1
479,1,15,68,0,0
822,2,9,73,0,1
557,1,17,48,1,1
515,4,15,51,0,1
529,1,21,54,0,1
707,3,11,43,1,1
576,3,10,80,0,1
503,2,14,9,0,1
849,2,16,72,1,1
471,1,16,52,0,1
605,1,19,52,0,1
697,5,10,79,0,1
355,5,17,64,1,1
672,1,16,33,0,1
441,3,15,53,0,1
723,2,14,67,0,1
455,3,19,41,1,1
703,0,11,30,0,1
765,3,13,49,0,1
729,1,22,37,0,1
637,4,16,60,0,1
565,1,15,50,1,1
513,0,14,56,0,0
820,1,16,36,0,1
495,3,17,36,1,1
444,1,15,59,1,1
699,1,17,50,0,1
480,1,18,42,1,1
457,3,13,57,0,1
383,2,16,52,1,1
527,3,16,46,0,1
587,2,12,50,1,1
636,3,14,70,0,1
742,2,15,30,1,1
679,3,17,48,0,1
571,1,9,57,0,1
570,3,12,36,0,1
676,3,14,48,0,1
790,2,12,64,0,1
618,0,13,25,0,1
529,1,18,59,0,1
451,0,12,55,0,0
383,2,13,59,0,1
699,3,13,62,0,1
686,0,19,72,0,0
686,1,20,58,0,1
580,2,15,40,1,1
811,1,20,43,1,1
527,4,10,12,0,1
743,4,12,61,1,1
594,3,12,37,0,1
508,2,10,51,0,1
688,1,23,58,1,1
661,3,14,50,1,1
653,2,15,53,0,1
612,2,19,39,1,1
594,6,24,63,0,1
958,2,10,52,0,1
777,1,11,43,0,1
708,1,12,52,0,1
616,1,14,38,1,1
751,1,18,29,0,1
677,1,14,52,0,1
603,1,16,48,0,1
554,0,17,52,0,0
587,4,16,56,0,1
124,2,22,52,0,0
631,0,12,9,0,1
526,2,12,73,0,1
838,0,17,44,0,1
602,0,23,66,1,1
421,1,15,36,1,1
592,3,11,79,0,1
443,5,13,42,0,1
671,5,20,37,0,1
643,4,12,45,1,1
743,5,13,62,0,1
481,1,17,80,1,1
605,2,11,14,0,1
395,3,16,80,1,1
705,3,11,50,0,1
677,2,18,57,1,1
674,2,17,49,1,1
600,0,17,63,0,0
662,1,11,50,0,1
840,0,18,45,0,1
557,2,16,51,0,1
620,1,12,63,0,1
437,0,18,56,1,1
469,2,11,54,1,1
614,2,17,43,1,1
765,2,15,36,0,1
561,1,17,73,0,0
564,1,20,59,1,1
538,1,17,35,0,1
519,1,15,51,0,1
644,0,12,42,0,1
375,5,15,66,1,1
792,4,19,50,1,1
500,1,12,67,1,1
708,1,14,39,0,1
409,1,19,34,0,1
700,5,6,47,0,1
700,1,22,63,0,1
657,3,13,36,0,1
450,1,15,57,0,1
637,2,15,65,0,1
422,1,11,33,0,1
562,3,11,28,0,1
754,0,19,57,0,1
719,0,18,56,0,1
602,4,13,58,1,1
453,1,26,32,1,1
696,1,19,51,0,1
602,1,12,44,0,1
251,0,11,61,0,0
717,2,10,65,0,1
596,1,11,65,0,1
780,0,17,56,1,1
435,4,10,58,0,1
123,1,20,58,0,0
641,4,21,29,1,1
643,0,18,-3,1,1
346,1,14,74,0,0
453,2,16,68,0,1
1013,0,17,78,0,0
554,0,13,38,1,1
709,3,15,51,0,1
502,3,13,64,0,1
286,0,16,63,0,0
574,4,15,36,0,1
560,1,19,45,1,1
540,2,11,36,0,1
582,1,14,36,0,1
639,2,8,38,0,1
577,3,13,45,0,1
410,0,8,47,0,0
672,1,10,58,0,1
307,2,16,7,0,1
292,3,15,67,1,1
710,1,17,27,1,1
676,5,11,25,1,1
591,0,22,47,0,1
390,2,11,57,0,1
493,0,11,22,0,1
560,2,17,44,0,1
360,2,17,41,1,1
489,3,21,34,0,1
697,1,14,66,0,1
814,3,13,39,1,1
537,2,12,40,0,1
713,3,15,55,0,1
312,1,14,49,1,1
698,1,11,52,1,1
479,3,15,57,0,1
646,2,18,50,1,1
562,2,17,53,1,1
798,1,14,62,0,1
468,3,18,32,0,1
694,0,18,50,1,1
558,6,16,48,0,1
576,1,10,23,0,1
572,6,16,43,1,1
473,1,14,45,0,1
597,2,19,36,1,1
590,2,13,53,1,1
636,3,20,46,1,1
612,0,11,58,0,0
719,2,15,43,0,1
738,2,16,30,1,1
442,0,12,49,1,1
730,1,17,60,1,1
422,3,12,62,0,1
688,5,12,59,0,1
692,1,13,28,1,1
313,2,8,44,0,1
613,4,11,47,0,1
529,1,13,74,0,0
486,2,13,68,0,1
802,1,19,49,0,1
501,2,14,51,0,1
479,1,16,56,0,1
611,6,14,21,0,1
702,2,15,50,1,1
578,1,14,61,0,1
774,3,17,59,1,1
679,4,13,53,0,1
273,1,14,77,0,0
520,1,14,40,1,1
515,3,16,68,0,1
671,3,12,42,0,1
206,2,15,45,0,1
982,1,11,37,1,1
679,1,24,43,0,1
622,1,15,44,0,1
777,3,12,50,0,1
951,3,16,39,1,1
730,3,17,42,1,1
742,1,14,46,0,1
619,3,16,31,1,1
578,4,12,65,1,1
528,3,11,34,0,1
476,2,13,36,1,1
496,0,17,52,0,0
397,1,9,46,0,1
588,1,15,50,0,1
347,1,14,78,0,0
628,4,19,8,1,1
594,2,10,42,0,1
622,3,13,50,1,1
521,3,21,33,0,1
1061,2,14,37,1,1
804,3,11,50,0,1
413,1,13,60,0,0
634,2,11,33,0,1
508,1,15,70,1,1
447,2,19,78,0,1
398,2,12,68,1,1
664,4,15,53,0,1
497,0,13,44,0,0
745,2,17,75,0,1
749,3,17,60,1,1
806,4,15,62,1,1
472,1,17,56,0,1
671,5,19,41,0,1
694,2,16,58,1,1
528,1,11,51,1,1
484,2,17,50,1,1
841,0,8,34,1,1
634,1,13,60,0,1
695,0,7,65,1,1
476,2,24,47,0,1
417,1,17,59,1,1
514,2,10,60,1,1
581,3,13,54,0,1
440,2,21,16,0,1
598,1,9,64,1,1
346,2,7,63,0,1
431,2,17,44,1,1
700,1,12,55,1,1
690,1,12,55,1,1
541,0,17,47,0,0
447,5,12,44,1,1
445,1,15,45,0,1
544,1,21,79,1,1
696,2,16,59,0,1
739,1,15,69,1,1
525,1,17,10,0,1
426,3,19,36,0,1
640,2,16,53,1,1
476,2,16,35,0,1
522,2,19,21,0,1
798,1,17,18,0,1
724,2,12,47,1,1
623,2,18,47,0,1
409,2,21,51,0,1
631,2,24,18,0,1
759,2,17,66,1,1
543,1,14,71,0,0
802,4,18,34,0,1
793,5,6,35,0,1
849,1,15,58,1,1
645,2,19,61,0,1
688,1,23,69,0,1
812,2,7,58,0,1
667,1,19,34,1,1
524,2,14,42,0,1
532,3,13,46,0,1
635,1,15,56,0,1
406,4,22,40,0,1
578,2,13,42,0,1
764,1,13,54,0,1
271,1,14,36,0,1
830,1,16,37,0,1
768,2,12,48,1,1
531,4,17,53,0,1
681,0,14,44,0,1
600,2,13,43,0,1
784,2,20,81,1,1
747,0,10,67,0,0
389,3,14,66,0,1
688,3,13,67,0,1
569,2,13,68,0,1
612,4,16,62,1,1
490,4,16,46,0,1
862,1,19,30,0,1
756,1,15,61,1,1
489,3,11,38,0,1
399,0,11,69,0,0
542,1,18,54,0,1
665,2,16,50,0,1
636,0,14,36,1,1
787,3,15,56,0,1
718,3,9,41,1,1
745,0,18,30,0,1
649,3,9,46,0,1
391,3,17,28,0,1
570,0,9,61,1,1
759,2,12,48,0,1
592,4,11,35,0,1
675,0,17,55,0,0
552,2,14,36,0,1
445,3,21,64,0,1
581,0,15,43,1,1
646,2,18,61,0,1
501,2,13,59,1,1
564,2,11,58,1,1
459,6,19,68,1,1
767,1,9,17,0,1
555,1,11,65,0,0
817,3,15,59,0,1
829,0,9,40,0,1
587,0,13,65,0,0
448,1,19,54,0,1
287,3,19,37,0,1
379,3,15,18,0,1
393,4,26,72,0,1
806,0,16,45,1,1
617,2,12,30,0,1
658,1,25,59,0,1
266,5,14,23,0,1
420,4,18,15,0,1
733,0,23,67,0,0
643,1,16,50,0,1
577,1,21,49,0,1
684,2,14,49,1,1
845,1,10,41,0,1
566,5,19,42,0,1
610,2,7,72,0,1
628,3,23,23,0,1
958,4,20,43,0,1
285,2,18,35,0,1
702,0,20,35,0,1
582,1,15,60,0,1
685,1,22,60,1,1
501,2,16,83,1,1
592,3,16,66,0,1
706,3,16,56,0,1
1066,1,16,24,0,1
721,3,13,49,0,1
472,5,17,37,0,1
536,2,18,44,0,1
531,0,14,79,0,0
330,5,11,38,0,1
550,0,13,64,0,0
709,3,12,65,0,1
408,2,28,67,0,1
757,1,23,71,0,1
673,2,16,53,1,1
489,3,17,38,0,1
578,2,11,37,1,1
839,2,19,36,0,1
710,1,14,47,1,1
601,3,13,39,1,1
564,4,15,46,0,1
611,3,17,46,1,1
523,1,11,56,1,1
284,1,15,48,0,0
906,1,24,34,1,1
623,0,19,59,0,0
659,2,24,64,0,1
591,2,21,48,0,1
489,0,16,45,0,0
572,0,18,7,1,1
360,0,22,25,0,1
941,3,15,101,1,1
414,3,20,59,0,1
445,1,15,48,0,1
533,3,14,41,0,1
793,0,6,51,0,1
602,5,18,48,1,1
414,2,14,36,0,1
788,1,12,72,0,1
709,3,21,54,0,1
680,2,8,56,0,1
707,1,14,45,1,1
959,2,14,38,0,1
927,2,11,55,0,1
496,2,10,37,0,1
843,1,13,56,0,1
657,4,13,64,0,1
674,3,17,57,0,1
346,1,14,38,1,1
574,2,13,48,0,1
478,3,5,61,0,1
724,2,15,73,0,1
760,3,16,74,0,1
288,2,15,53,1,1
596,1,19,37,0,1
768,1,17,40,0,1
571,1,15,51,1,1
709,1,11,69,0,1
652,1,20,59,0,1
651,2,12,48,1,1
559,3,24,51,1,1
417,3,18,61,0,1
431,5,16,60,0,1
706,1,9,33,1,1
602,3,18,63,0,1
579,2,13,75,0,1
536,2,15,40,1,1
554,3,15,41,0,1
757,0,13,50,1,1
549,6,11,68,1,1
398,0,14,65,0,0
711,0,20,51,1,1
569,2,16,45,1,1
604,1,18,44,0,1
841,4,14,19,1,1
596,3,14,62,1,1
643,1,12,63,0,1
423,3,19,69,1,1
567,2,18,6,0,1
691,1,15,66,0,1
366,2,14,48,1,1
630,2,14,49,0,1
615,2,12,32,1,1
606,1,12,32,1,1
755,1,12,65,1,1
650,3,12,82,0,1
821,5,16,62,1,1
450,0,20,70,0,0
620,5,18,54,0,1
612,4,14,74,1,1
439,2,10,48,0,1
743,3,10,59,1,1
948,0,15,43,1,1
597,2,18,49,0,1
675,1,16,54,1,1
612,0,12,27,0,1
492,0,18,71,0,0
326,1,23,62,0,0
494,1,15,66,1,1
391,2,15,50,1,1
855,4,13,75,0,1
582,3,9,56,0,1
548,1,12,59,0,1
733,3,14,55,0,1
431,1,16,58,1,1
484,0,8,43,1,1
610,3,23,90,0,1
754,2,12,47,1,1
675,3,16,57,1,1
637,5,18,46,0,1
611,3,16,31,0,1
660,3,14,71,1,1
630,0,17,50,0,1
445,3,15,29,0,1
606,2,13,38,0,1
438,3,18,73,1,1
612,2,13,49,0,1
527,1,16,41,1,1
980,2,17,49,0,1
594,1,17,58,0,1
389,2,19,97,0,0
579,3,11,22,1,1
677,6,8,36,0,1
851,1,23,63,0,1
511,3,13,29,0,1
362,3,18,65,0,1
722,5,15,83,0,1
392,4,18,50,0,1
534,0,11,81,1,0
561,1,12,48,0,1
589,4,16,64,0,1
703,3,12,50,0,1
497,7,12,59,0,1
558,0,14,72,0,0
597,1,12,39,0,1
622,0,15,43,1,1
614,0,13,90,1,0
665,1,17,65,0,1
726,1,18,31,0,1
658,5,15,45,1,1
668,4,20,15,0,1
362,3,12,25,0,1
607,1,22,59,0,1
671,1,12,30,0,1
709,2,19,43,0,1
496,3,18,41,1,1
501,2,17,64,1,1
513,1,19,75,1,1
680,1,19,43,0,1
755,1,13,79,0,1
538,2,16,21,1,1
736,2,12,51,1,1
618,4,19,29,1,1
581,1,18,29,0,1
568,2,9,54,0,1
711,3,19,59,0,1
648,5,14,38,0,1
941,3,13,56,0,1
472,2,9,26,1,1
677,2,16,61,0,1
520,4,19,47,0,1
469,1,21,47,0,1
598,1,19,45,0,1
620,5,9,59,0,1
1037,1,17,19,0,1
572,4,8,43,0,1
430,2,10,42,0,1
640,0,15,58,1,1
288,0,12,65,0,0
586,1,13,44,0,1
602,2,9,42,0,1
719,1,14,27,0,1
746,2,7,82,1,1
524,2,22,53,0,1
577,3,19,100,0,1
485,1,21,67,0,0
430,2,12,28,1,1
646,2,15,67,0,1
408,2,22,41,0,1
537,1,13,52,1,1
450,3,13,53,0,1
682,2,12,35,0,1
870,3,10,42,0,1
404,3,19,64,0,1
322,1,7,43,0,1
581,0,19,80,1,0
602,3,19,45,0,1
632,1,13,39,0,1
533,1,17,40,0,1
569,2,8,45,0,1
655,1,16,50,0,1
756,4,14,53,0,1
306,1,14,68,0,0
544,2,20,38,0,1
632,1,14,40,0,1
462,1,12,56,0,1
859,3,14,78,0,1
504,3,17,51,0,1
593,1,20,52,1,1
683,4,12,50,0,1
511,3,13,52,1,1
323,1,12,52,0,0
535,3,12,46,0,1
754,1,22,24,1,1
549,1,12,48,1,1
473,2,17,45,0,1
738,1,16,79,0,1
550,2,11,60,0,1
523,2,20,64,0,1
622,2,8,55,0,1
715,7,18,39,0,1
957,2,21,34,0,1
724,3,18,47,1,1
